HCON_00000010	WBGene00001242
HCON_00013900	WBGene00006505
HCON_00013950	WBGene00000539
HCON_00013950	WBGene00000541
HCON_00013980	WBGene00008885
HCON_00013990	WBGene00000931
HCON_00014000	WBGene00012964
HCON_00014030	WBGene00013859
HCON_00014040	WBGene00013859
HCON_00014070	WBGene00004475
HCON_00014080	WBGene00013506
HCON_00014090	WBGene00012192
HCON_00014110	WBGene00012194
HCON_00014120	WBGene00006889
HCON_00014150	WBGene00012345
HCON_00014160	WBGene00017244
HCON_00014180	WBGene00007742
HCON_00014190	WBGene00020461
HCON_00014260	WBGene00021237
HCON_00014270	WBGene00021237
HCON_00014280	WBGene00021238
HCON_00014350	WBGene00007984
HCON_00014410	WBGene00017634
HCON_00014420	WBGene00019965
HCON_00014450	WBGene00013671
HCON_00014500	WBGene00013970
HCON_00014510	WBGene00004273
HCON_00014520	WBGene00006593
HCON_00014540	WBGene00002977
HCON_00014550	WBGene00006824
HCON_00014560	WBGene00000158
HCON_00014570	WBGene00001127
HCON_00014580	WBGene00016264
HCON_00014600	WBGene00006508
HCON_00014630	WBGene00017241
HCON_00014640	WBGene00012740
HCON_00014650	WBGene00012738
HCON_00014660	WBGene00005010
HCON_00014660	WBGene00011615
HCON_00014670	WBGene00010135
HCON_00014680	WBGene00010135
HCON_00014700	WBGene00010135
HCON_00014710	WBGene00019005
HCON_00014720	WBGene00019006
HCON_00014730	WBGene00000896
HCON_00014740	WBGene00006607
HCON_00014930	WBGene00006771
HCON_00014940	WBGene00022456
HCON_00014970	WBGene00022129
HCON_00014980	WBGene00018892
HCON_00014990	WBGene00018893
HCON_00015020	WBGene00000392
HCON_00015040	WBGene00004946
HCON_00015040	WBGene00007011
HCON_00015050	WBGene00014141
HCON_00015060	WBGene00001648
HCON_00015070	WBGene00007743
HCON_00015080	WBGene00007743
HCON_00015120	WBGene00013668
HCON_00015130	WBGene00013667
HCON_00015140	WBGene00019077
HCON_00015350	WBGene00022633
HCON_00015360	WBGene00001414
HCON_00015370	WBGene00020262
HCON_00015410	WBGene00003654
HCON_00015420	WBGene00019698
HCON_00015430	WBGene00019697
HCON_00015440	WBGene00011029
HCON_00015470	WBGene00006753
HCON_00015500	WBGene00008887
HCON_00015510	WBGene00000036
HCON_00015530	WBGene00004272
HCON_00015550	WBGene00020090
HCON_00015560	WBGene00006385
HCON_00015570	WBGene00004143
HCON_00015580	WBGene00020089
HCON_00015600	WBGene00020088
HCON_00015610	WBGene00018563
HCON_00015610	WBGene00002186
HCON_00015620	WBGene00008334
HCON_00015620	WBGene00008333
HCON_00015620	WBGene00008336
HCON_00015620	WBGene00008332
HCON_00015620	WBGene00008335
HCON_00015680	WBGene00004237
HCON_00015770	WBGene00013593
HCON_00015780	WBGene00021016
HCON_00015790	WBGene00015501
HCON_00015800	WBGene00013687
HCON_00015810	WBGene00009500
HCON_00015830	WBGene00004464
HCON_00015850	WBGene00009452
HCON_00015870	WBGene00009455
HCON_00015880	WBGene00009455
HCON_00015890	WBGene00019867
HCON_00015980	WBGene00004468
HCON_00015990	WBGene00019868
HCON_00016020	WBGene00008131
HCON_00016040	WBGene00013666
HCON_00016060	WBGene00003547
HCON_00016070	WBGene00017244
HCON_00016100	WBGene00021327
HCON_00016120	WBGene00017244
HCON_00016130	WBGene00017244
HCON_00016140	WBGene00021327
HCON_00016170	WBGene00017244
HCON_00016180	WBGene00017244
HCON_00016190	WBGene00017244
HCON_00016200	WBGene00021331
HCON_00016210	WBGene00021331
HCON_00016220	WBGene00021333
HCON_00016230	WBGene00021334
HCON_00016240	WBGene00001745
HCON_00016250	WBGene00013200
HCON_00016260	WBGene00003790
HCON_00016270	WBGene00000410
HCON_00016280	WBGene00010416
HCON_00016290	WBGene00010416
HCON_00016320	WBGene00010416
HCON_00016400	WBGene00003422
HCON_00016410	WBGene00020901
HCON_00016430	WBGene00001488
HCON_00016440	WBGene00007253
HCON_00016450	WBGene00016754
HCON_00016460	WBGene00003059
HCON_00016470	WBGene00016750
HCON_00016480	WBGene00016749
HCON_00016500	WBGene00000371
HCON_00016510	WBGene00016992
HCON_00016520	WBGene00004068
HCON_00016540	WBGene00019394
HCON_00016560	WBGene00015687
HCON_00016620	WBGene00011185
HCON_00016620	WBGene00010931
HCON_00016630	WBGene00019771
HCON_00016640	WBGene00003990
HCON_00016640	WBGene00003989
HCON_00016660	WBGene00017066
HCON_00016670	WBGene00017065
HCON_00016680	WBGene00013177
HCON_00016700	WBGene00009865
HCON_00016740	WBGene00017775
HCON_00016750	WBGene00000634
HCON_00016760	WBGene00019399
HCON_00016770	WBGene00000748
HCON_00016780	WBGene00001487
HCON_00016790	WBGene00000241
HCON_00016820	WBGene00000241
HCON_00016850	WBGene00020710
HCON_00016860	WBGene00016419
HCON_00016880	WBGene00022470
HCON_00016890	WBGene00022471
HCON_00016900	WBGene00008528
HCON_00016930	WBGene00009408
HCON_00016960	WBGene00009408
HCON_00016970	WBGene00017240
HCON_00016990	WBGene00012296
HCON_00017000	WBGene00009920
HCON_00017030	WBGene00019803
HCON_00017040	WBGene00007174
HCON_00017050	WBGene00006963
HCON_00017060	WBGene00009918
HCON_00017060	WBGene00008354
HCON_00017070	WBGene00006644
HCON_00017090	WBGene00022123
HCON_00017110	WBGene00021839
HCON_00017190	WBGene00006381
HCON_00017200	WBGene00003186
HCON_00017210	WBGene00008762
HCON_00017220	WBGene00000637
HCON_00017250	WBGene00010336
HCON_00017260	WBGene00019693
HCON_00017310	WBGene00012105
HCON_00017330	WBGene00021270
HCON_00017340	WBGene00006978
HCON_00017350	WBGene00010730
HCON_00017360	WBGene00010731
HCON_00017370	WBGene00010732
HCON_00017390	WBGene00003639
HCON_00017410	WBGene00003659
HCON_00017430	WBGene00004508
HCON_00017430	WBGene00004509
HCON_00017430	WBGene00001214
HCON_00017460	WBGene00016562
HCON_00017470	WBGene00045337
HCON_00017470	WBGene00045339
HCON_00017470	WBGene00011697
HCON_00017470	WBGene00045338
HCON_00017470	WBGene00010803
HCON_00017470	WBGene00022372
HCON_00017490	WBGene00022371
HCON_00017530	WBGene00012236
HCON_00017570	WBGene00022765
HCON_00017660	WBGene00022388
HCON_00017700	WBGene00002142
HCON_00017720	WBGene00002987
HCON_00017730	WBGene00003524
HCON_00017770	WBGene00006807
HCON_00017810	WBGene00022276
HCON_00017870	WBGene00022591
HCON_00017880	WBGene00009369
HCON_00017890	WBGene00012602
HCON_00017900	WBGene00013202
HCON_00017920	WBGene00000881
HCON_00017940	WBGene00021714
HCON_00017950	WBGene00009285
HCON_00017970	WBGene00012935
HCON_00017980	WBGene00003951
HCON_00017990	WBGene00010579
HCON_00018020	WBGene00009341
HCON_00018030	WBGene00020036
HCON_00018040	WBGene00020037
HCON_00018050	WBGene00013595
HCON_00018060	WBGene00013877
HCON_00018070	WBGene00012966
HCON_00018120	WBGene00012289
HCON_00018130	WBGene00008610
HCON_00018150	WBGene00009922
HCON_00018180	WBGene00001812
HCON_00018200	WBGene00018122
HCON_00018200	WBGene00016541
HCON_00018200	WBGene00020071
HCON_00018200	WBGene00012637
HCON_00018240	WBGene00021028
HCON_00018310	WBGene00012029
HCON_00018330	WBGene00000938
HCON_00018340	WBGene00009227
HCON_00018340	WBGene00009873
HCON_00018340	WBGene00009871
HCON_00018340	WBGene00021790
HCON_00018340	WBGene00007739
HCON_00018340	WBGene00009229
HCON_00018440	WBGene00021025
HCON_00018450	WBGene00021024
HCON_00018500	WBGene00004235
HCON_00018680	WBGene00022036
HCON_00018690	WBGene00001814
HCON_00018700	WBGene00017620
HCON_00018710	WBGene00008532
HCON_00018730	WBGene00020382
HCON_00018760	WBGene00004501
HCON_00018780	WBGene00002299
HCON_00018800	WBGene00008413
HCON_00018810	WBGene00008414
HCON_00018830	WBGene00010685
HCON_00018830	WBGene00006810
HCON_00018940	WBGene00008415
HCON_00018960	WBGene00011156
HCON_00018960	WBGene00011059
HCON_00018960	WBGene00011155
HCON_00018970	WBGene00018175
HCON_00018980	WBGene00002248
HCON_00019030	WBGene00003254
HCON_00019040	WBGene00003254
HCON_00019060	WBGene00000003
HCON_00019080	WBGene00002196
HCON_00019090	WBGene00011344
HCON_00019140	WBGene00008401
HCON_00019260	WBGene00004882
HCON_00019270	WBGene00004355
HCON_00019310	WBGene00003847
HCON_00019320	WBGene00011936
HCON_00019360	WBGene00012369
HCON_00019370	WBGene00012371
HCON_00019380	WBGene00012366
HCON_00019390	WBGene00044065
HCON_00019400	WBGene00016325
HCON_00019410	WBGene00006751
HCON_00019420	WBGene00017174
HCON_00019420	WBGene00009498
HCON_00019430	WBGene00000147
HCON_00019440	WBGene00000622
HCON_00019450	WBGene00020192
HCON_00019460	WBGene00020915
HCON_00019480	WBGene00009177
HCON_00019490	WBGene00006616
HCON_00019560	WBGene00000140
HCON_00019570	WBGene00021628
HCON_00019610	WBGene00021629
HCON_00019620	WBGene00000382
HCON_00019630	WBGene00016607
HCON_00019640	WBGene00016602
HCON_00019790	WBGene00016603
HCON_00019800	WBGene00016609
HCON_00019810	WBGene00016608
HCON_00019820	WBGene00007001
HCON_00019830	WBGene00045483
HCON_00019850	WBGene00000493
HCON_00019870	WBGene00009559
HCON_00019920	WBGene00013604
HCON_00019960	WBGene00004495
HCON_00019970	WBGene00001030
HCON_00019980	WBGene00009558
HCON_00020000	WBGene00000232
HCON_00020020	WBGene00013677
HCON_00020030	WBGene00003184
HCON_00020030	WBGene00009825
HCON_00020030	WBGene00009826
HCON_00020040	WBGene00016395
HCON_00020050	WBGene00016391
HCON_00020060	WBGene00016390
HCON_00020070	WBGene00016393
HCON_00020100	WBGene00000520
HCON_00020110	WBGene00006525
HCON_00020120	WBGene00006876
HCON_00020130	WBGene00006876
HCON_00020140	WBGene00006876
HCON_00020150	WBGene00017078
HCON_00020150	WBGene00019792
HCON_00020160	WBGene00002040
HCON_00020170	WBGene00020516
HCON_00020180	WBGene00020516
HCON_00020200	WBGene00000421
HCON_00020220	WBGene00000421
HCON_00020240	WBGene00000236
HCON_00020250	WBGene00009112
HCON_00020260	WBGene00000843
HCON_00020280	WBGene00004490
HCON_00020290	WBGene00013711
HCON_00020310	WBGene00022141
HCON_00020320	WBGene00016907
HCON_00020330	WBGene00001196
HCON_00020360	WBGene00000780
HCON_00020370	WBGene00002999
HCON_00020380	WBGene00003136
HCON_00020410	WBGene00012116
HCON_00020440	WBGene00008191
HCON_00020470	WBGene00001377
HCON_00020530	WBGene00016740
HCON_00020540	WBGene00016744
HCON_00020570	WBGene00016745
HCON_00020600	WBGene00045433
HCON_00020610	WBGene00018632
HCON_00020620	WBGene00004932
HCON_00020620	WBGene00004931
HCON_00020630	WBGene00015034
HCON_00020630	WBGene00009705
HCON_00020630	WBGene00013590
HCON_00020630	WBGene00044684
HCON_00020630	WBGene00009643
HCON_00020640	WBGene00001442
HCON_00020690	WBGene00004808
HCON_00020690	WBGene00004807
HCON_00020700	WBGene00000096
HCON_00020730	WBGene00004887
HCON_00020740	WBGene00077771
HCON_00020750	WBGene00009267
HCON_00020760	WBGene00002179
HCON_00020770	WBGene00011917
HCON_00020860	WBGene00045383
HCON_00020880	WBGene00004466
HCON_00020890	WBGene00015025
HCON_00020900	WBGene00002191
HCON_00020910	WBGene00015021
HCON_00020920	WBGene00019395
HCON_00020940	WBGene00015303
HCON_00020950	WBGene00013734
HCON_00020960	WBGene00021551
HCON_00020970	WBGene00017737
HCON_00020980	WBGene00017738
HCON_00021010	WBGene00016652
HCON_00021010	WBGene00015778
HCON_00021020	WBGene00003569
HCON_00021030	WBGene00003258
HCON_00021040	WBGene00021834
HCON_00021060	WBGene00021549
HCON_00021070	WBGene00014034
HCON_00021080	WBGene00022152
HCON_00021110	WBGene00006702
HCON_00021140	WBGene00022139
HCON_00021150	WBGene00004743
HCON_00021160	WBGene00006461
HCON_00021180	WBGene00003750
HCON_00021200	WBGene00004202
HCON_00021240	WBGene00020399
HCON_00021250	WBGene00011994
HCON_00021300	WBGene00018853
HCON_00021310	WBGene00008117
HCON_00021320	WBGene00021245
HCON_00021350	WBGene00077520
HCON_00021360	WBGene00007991
HCON_00021380	WBGene00000156
HCON_00021400	WBGene00022460
HCON_00021410	WBGene00003924
HCON_00021420	WBGene00077696
HCON_00021430	WBGene00017919
HCON_00021440	WBGene00022232
HCON_00021450	WBGene00000441
HCON_00021460	WBGene00000431
HCON_00021470	WBGene00008386
HCON_00021480	WBGene00012739
HCON_00021500	WBGene00010497
HCON_00021510	WBGene00003914
HCON_00021530	WBGene00010369
HCON_00021540	WBGene00003964
HCON_00021550	WBGene00008852
HCON_00021560	WBGene00004773
HCON_00021580	WBGene00010370
HCON_00021590	WBGene00009706
HCON_00021590	WBGene00021128
HCON_00021590	WBGene00017975
HCON_00021600	WBGene00002804
HCON_00021620	WBGene00016266
HCON_00021630	WBGene00016262
HCON_00021650	WBGene00013513
HCON_00021660	WBGene00004875
HCON_00021680	WBGene00016103
HCON_00021690	WBGene00016103
HCON_00021700	WBGene00019727
HCON_00021720	WBGene00001427
HCON_00021730	WBGene00009287
HCON_00021750	WBGene00012234
HCON_00021790	WBGene00012354
HCON_00021800	WBGene00012353
HCON_00021810	WBGene00004445
HCON_00021830	WBGene00006709
HCON_00021840	WBGene00010339
HCON_00021850	WBGene00013597
HCON_00021880	WBGene00021325
HCON_00021890	WBGene00008284
HCON_00021900	WBGene00017676
HCON_00021910	WBGene00003552
HCON_00021920	WBGene00012487
HCON_00021930	WBGene00044295
HCON_00021940	WBGene00020516
HCON_00021950	WBGene00020516
HCON_00021970	WBGene00003859
HCON_00022000	WBGene00006691
HCON_00022030	WBGene00020721
HCON_00022040	WBGene00003609
HCON_00022050	WBGene00000255
HCON_00022080	WBGene00013865
HCON_00022090	WBGene00001047
HCON_00022100	WBGene00019686
HCON_00022100	WBGene00013407
HCON_00022120	WBGene00007833
HCON_00022120	WBGene00008602
HCON_00022120	WBGene00009488
HCON_00022120	WBGene00012308
HCON_00022120	WBGene00007361
HCON_00022120	WBGene00018708
HCON_00022120	WBGene00007835
HCON_00022120	WBGene00007829
HCON_00022120	WBGene00018707
HCON_00022130	WBGene00007833
HCON_00022130	WBGene00008602
HCON_00022130	WBGene00009488
HCON_00022130	WBGene00012308
HCON_00022130	WBGene00007361
HCON_00022130	WBGene00018708
HCON_00022130	WBGene00007835
HCON_00022130	WBGene00007829
HCON_00022130	WBGene00018707
HCON_00022140	WBGene00020516
HCON_00022150	WBGene00020516
HCON_00022170	WBGene00010120
HCON_00022170	WBGene00022512
HCON_00022170	WBGene00012302
HCON_00022170	WBGene00021474
HCON_00022170	WBGene00010067
HCON_00022200	WBGene00021461
HCON_00022250	WBGene00000645
HCON_00022260	WBGene00016735
HCON_00022270	WBGene00016258
HCON_00022280	WBGene00002213
HCON_00022300	WBGene00017674
HCON_00022310	WBGene00015570
HCON_00022320	WBGene00010498
HCON_00022340	WBGene00010500
HCON_00022350	WBGene00006976
HCON_00022370	WBGene00003229
HCON_00022400	WBGene00019461
HCON_00022410	WBGene00013515
HCON_00022410	WBGene00013516
HCON_00022410	WBGene00013514
HCON_00022410	WBGene00021835
HCON_00022420	WBGene00013515
HCON_00022420	WBGene00013516
HCON_00022420	WBGene00013514
HCON_00022420	WBGene00021835
HCON_00022430	WBGene00013515
HCON_00022430	WBGene00013516
HCON_00022430	WBGene00013514
HCON_00022430	WBGene00021835
HCON_00022450	WBGene00022025
HCON_00022460	WBGene00022031
HCON_00022470	WBGene00013603
HCON_00022480	WBGene00003585
HCON_00022500	WBGene00001432
HCON_00022510	WBGene00015632
HCON_00022520	WBGene00018156
HCON_00022540	WBGene00000148
HCON_00022570	WBGene00013895
HCON_00022600	WBGene00009743
HCON_00022630	WBGene00009064
HCON_00022650	WBGene00020516
HCON_00022660	WBGene00020516
HCON_00022680	WBGene00016558
HCON_00022690	WBGene00000415
HCON_00022700	WBGene00017758
HCON_00022720	WBGene00000623
HCON_00022730	WBGene00000937
HCON_00022740	WBGene00007018
HCON_00022750	WBGene00008990
HCON_00022770	WBGene00010113
HCON_00022780	WBGene00018579
HCON_00022810	WBGene00004969
HCON_00022810	WBGene00002041
HCON_00022820	WBGene00018159
HCON_00022830	WBGene00010274
HCON_00022830	WBGene00019674
HCON_00022830	WBGene00044107
HCON_00022830	WBGene00045052
HCON_00022840	WBGene00010277
HCON_00022840	WBGene00045053
HCON_00022860	WBGene00007053
HCON_00022870	WBGene00002256
HCON_00022870	WBGene00002255
HCON_00022880	WBGene00020556
HCON_00022890	WBGene00011035
HCON_00022900	WBGene00011036
HCON_00022910	WBGene00004752
HCON_00022920	WBGene00011965
HCON_00022930	WBGene00011965
HCON_00022940	WBGene00011966
HCON_00022950	WBGene00020797
HCON_00022960	WBGene00013267
HCON_00022990	WBGene00015236
HCON_00023060	WBGene00013383
HCON_00023070	WBGene00000907
HCON_00023090	WBGene00013020
HCON_00023110	WBGene00009945
HCON_00023120	WBGene00003074
HCON_00023150	WBGene00003074
HCON_00023160	WBGene00013994
HCON_00023170	WBGene00012136
HCON_00023190	WBGene00004089
HCON_00023200	WBGene00021637
HCON_00023220	WBGene00004978
HCON_00023230	WBGene00021638
HCON_00023240	WBGene00000794
HCON_00023250	WBGene00021643
HCON_00023270	WBGene00021643
HCON_00023280	WBGene00012139
HCON_00023290	WBGene00012140
HCON_00023290	WBGene00010019
HCON_00023310	WBGene00007042
HCON_00023320	WBGene00007600
HCON_00023330	WBGene00009262
HCON_00023340	WBGene00006062
HCON_00023350	WBGene00009266
HCON_00023360	WBGene00008690
HCON_00023360	WBGene00018366
HCON_00023370	WBGene00006061
HCON_00023380	WBGene00009260
HCON_00023400	WBGene00010567
HCON_00023410	WBGene00008878
HCON_00023420	WBGene00001121
HCON_00023430	WBGene00018057
HCON_00023430	WBGene00008897
HCON_00023430	WBGene00008894
HCON_00023430	WBGene00012252
HCON_00023430	WBGene00010857
HCON_00023430	WBGene00010858
HCON_00023430	WBGene00018056
HCON_00023430	WBGene00010856
HCON_00023440	WBGene00003026
HCON_00023450	WBGene00007533
HCON_00023480	WBGene00020516
HCON_00023490	WBGene00020516
HCON_00023520	WBGene00015027
HCON_00023550	WBGene00017675
HCON_00023560	WBGene00006594
HCON_00023590	WBGene00017477
HCON_00023590	WBGene00017040
HCON_00023620	WBGene00010673
HCON_00023640	WBGene00019324
HCON_00023660	WBGene00001067
HCON_00023670	WBGene00001226
HCON_00023690	WBGene00001843
HCON_00023700	WBGene00001843
HCON_00023710	WBGene00009507
HCON_00023720	WBGene00044251
HCON_00023730	WBGene00010326
HCON_00023740	WBGene00010325
HCON_00023750	WBGene00003616
HCON_00023790	WBGene00044025
HCON_00023810	WBGene00020937
HCON_00023820	WBGene00017239
HCON_00023830	WBGene00016331
HCON_00023840	WBGene00020763
HCON_00023850	WBGene00022360
HCON_00023860	WBGene00022358
HCON_00023890	WBGene00011083
HCON_00023900	WBGene00022683
HCON_00023910	WBGene00000982
HCON_00023910	WBGene00000967
HCON_00023920	WBGene00003792
HCON_00023930	WBGene00018909
HCON_00023940	WBGene00021348
HCON_00023950	WBGene00004131
HCON_00023960	WBGene00019361
HCON_00023980	WBGene00003553
HCON_00023990	WBGene00010707
HCON_00023990	WBGene00010706
HCON_00023990	WBGene00011009
HCON_00023990	WBGene00010705
HCON_00023990	WBGene00000373
HCON_00024000	WBGene00010707
HCON_00024000	WBGene00010706
HCON_00024000	WBGene00011009
HCON_00024000	WBGene00010705
HCON_00024000	WBGene00000373
HCON_00024010	WBGene00010707
HCON_00024010	WBGene00010706
HCON_00024010	WBGene00011009
HCON_00024010	WBGene00010705
HCON_00024010	WBGene00000373
HCON_00024020	WBGene00010707
HCON_00024020	WBGene00010706
HCON_00024020	WBGene00011009
HCON_00024020	WBGene00010705
HCON_00024020	WBGene00000373
HCON_00024030	WBGene00008665
HCON_00024040	WBGene00003564
HCON_00024050	WBGene00003803
HCON_00024070	WBGene00013892
HCON_00024130	WBGene00008763
HCON_00024160	WBGene00022519
HCON_00024170	WBGene00022457
HCON_00024180	WBGene00011926
HCON_00024200	WBGene00023409
HCON_00024210	WBGene00020588
HCON_00024210	WBGene00009367
HCON_00024220	WBGene00004087
HCON_00024230	WBGene00021017
HCON_00024250	WBGene00020688
HCON_00024250	WBGene00016595
HCON_00024250	WBGene00015279
HCON_00024250	WBGene00015930
HCON_00024250	WBGene00015284
HCON_00024260	WBGene00021818
HCON_00024280	WBGene00021818
HCON_00024290	WBGene00021818
HCON_00024300	WBGene00021818
HCON_00024310	WBGene00021818
HCON_00024320	WBGene00012037
HCON_00024330	WBGene00003921
HCON_00024360	WBGene00020516
HCON_00024370	WBGene00020516
HCON_00024380	WBGene00006797
HCON_00024390	WBGene00020516
HCON_00024400	WBGene00020516
HCON_00024410	WBGene00020516
HCON_00024420	WBGene00020516
HCON_00024430	WBGene00020516
HCON_00024440	WBGene00020516
HCON_00024450	WBGene00020516
HCON_00024470	WBGene00020516
HCON_00024500	WBGene00011433
HCON_00024520	WBGene00021275
HCON_00024530	WBGene00009306
HCON_00024530	WBGene00007966
HCON_00024530	WBGene00009113
HCON_00024540	WBGene00004063
HCON_00024550	WBGene00004895
HCON_00024560	WBGene00021536
HCON_00024570	WBGene00004456
HCON_00024580	WBGene00021877
HCON_00024580	WBGene00018625
HCON_00024590	WBGene00013605
HCON_00024600	WBGene00003753
HCON_00024620	WBGene00008134
HCON_00024630	WBGene00008133
HCON_00024640	WBGene00008132
HCON_00024650	WBGene00001234
HCON_00024660	WBGene00022269
HCON_00024670	WBGene00004305
HCON_00024680	WBGene00011033
