HmN_000000100	EmuJ_001147800
HmN_000108100	EmuJ_000804000
HmN_000108200	EmuJ_000749700
HmN_000108300	EmuJ_000749600
HmN_000108400	EmuJ_000804100
HmN_000108500	EmuJ_000804100
HmN_000108600	EmuJ_000804100
HmN_000108700	EmuJ_000804100
HmN_000108900	EmuJ_000804300
HmN_000109300	EmuJ_000804900
HmN_000109400	EmuJ_000805000
HmN_000109500	EmuJ_000805100
HmN_000109600	EmuJ_000805200
HmN_000109700	EmuJ_000805300
HmN_000109800	EmuJ_000805400
HmN_000109900	EmuJ_000751300
HmN_000110100	EmuJ_000751100
HmN_000110300	EmuJ_000750900
HmN_000110500	EmuJ_000750800
HmN_000110700	EmuJ_000750600
HmN_000110700	EmuJ_000750500
HmN_000110800	EmuJ_000750400
HmN_000110900	EmuJ_000750300
HmN_000111000	EmuJ_000750100
HmN_000111100	EmuJ_000750000
HmN_000111300	EmuJ_000749800
HmN_000111400	EmuJ_000749400
HmN_000111700	EmuJ_000749000
HmN_000112100	EmuJ_000748700
HmN_000112200	EmuJ_000748600
HmN_000112500	EmuJ_000698200
HmN_000112600	EmuJ_000698300
HmN_000113000	EmuJ_000698400
HmN_000113100	EmuJ_000698500
HmN_000113600	EmuJ_000699000
HmN_000113700	EmuJ_000699200
HmN_000113800	EmuJ_000699300
HmN_000113900	EmuJ_000699400
HmN_000114000	EmuJ_000699800
HmN_000114500	EmuJ_000057400
HmN_000114600	EmuJ_000057500
HmN_000114700	EmuJ_000689100
HmN_000114800	EmuJ_000689300
HmN_000114900	EmuJ_000689400
HmN_000115000	EmuJ_000689500
HmN_000115200	EmuJ_000690200
HmN_000115200	EmuJ_000690800
HmN_000115300	EmuJ_000690700
HmN_000115300	EmuJ_000690300
HmN_000115400	EmuJ_000690600
HmN_000115400	EmuJ_000690400
HmN_000115500	EmuJ_000690500
HmN_000115900	EmuJ_000968300
HmN_000116100	EmuJ_000968400
HmN_000116200	EmuJ_000968500
HmN_000116500	EmuJ_000968700
HmN_000116600	EmuJ_000968800
HmN_000116700	EmuJ_000968900
HmN_000116800	EmuJ_000969000
HmN_000116900	EmuJ_000969100
HmN_000117000	EmuJ_000969400
HmN_000117200	EmuJ_000969500
HmN_000117300	EmuJ_000969700
HmN_000117600	EmuJ_000969900
HmN_000117840	EmuJ_000970100
HmN_000117900	EmuJ_000970200
HmN_000118000	EmuJ_000970300
HmN_000118100	EmuJ_000970400
HmN_000118200	EmuJ_000970500
HmN_000118300	EmuJ_000970700
HmN_000118400	EmuJ_000971000
HmN_000118400	EmuJ_000970900
HmN_000118400	EmuJ_000970800
HmN_000119200	EmuJ_000971600
HmN_000119300	EmuJ_000971700
HmN_000119300	EmuJ_000971900
HmN_000119400	EmuJ_000971800
HmN_000119900	EmuJ_000972300
HmN_000120200	EmuJ_000972500
HmN_000120300	EmuJ_000972600
HmN_000120400	EmuJ_000972700
HmN_000120500	EmuJ_000972900
HmN_000120600	EmuJ_000973000
HmN_000120700	EmuJ_000973200
HmN_000120800	EmuJ_000973300
HmN_000121200	EmuJ_000973700
HmN_000121300	EmuJ_000985800
HmN_000121400	EmuJ_000985900
HmN_000121500	EmuJ_000986400
HmN_000121600	EmuJ_000985700
HmN_000121700	EmuJ_000985500
HmN_000121800	EmuJ_000985400
HmN_000121800	EmuJ_000985000
HmN_000121800	EmuJ_000985200
HmN_000121900	EmuJ_000984900
HmN_000122000	EmuJ_000984800
HmN_000122500	EmuJ_000984000
HmN_000122500	EmuJ_000984100
HmN_000122600	EmuJ_000983900
HmN_000122700	EmuJ_000983800
HmN_000123000	EmuJ_000983700
HmN_000123100	EmuJ_000344500
HmN_000123500	EmuJ_000344700
HmN_000123600	EmuJ_000345000
HmN_000123700	EmuJ_000345100
HmN_000123800	EmuJ_000345200
HmN_000124000	EmuJ_000153200
HmN_000124100	EmuJ_000345300
HmN_000124300	EmuJ_000345600
HmN_000124400	EmuJ_001045900
HmN_000124500	EmuJ_000345700
HmN_000124600	EmuJ_000345800
HmN_000124700	EmuJ_000167400
HmN_000124800	EmuJ_000167200
HmN_000124900	EmuJ_000167100
HmN_000125000	EmuJ_000166900
HmN_000125300	EmuJ_000166600
HmN_000125500	EmuJ_000166400
HmN_000125600	EmuJ_000166300
HmN_000125900	EmuJ_000165800
HmN_000126000	EmuJ_000165700
HmN_000126100	EmuJ_000165600
HmN_000126300	EmuJ_000165600
HmN_000126400	EmuJ_000165500
HmN_000126500	EmuJ_001189300
HmN_000126600	EmuJ_000165400
HmN_000126900	EmuJ_000165050
HmN_000127100	EmuJ_000165100
HmN_000127200	EmuJ_000165000
HmN_000127400	EmuJ_000164800
HmN_000127500	EmuJ_000164700
HmN_000127800	EmuJ_000164500
HmN_000127900	EmuJ_000164100
HmN_000128100	EmuJ_000163700
HmN_000128200	EmuJ_000163800
HmN_000128300	EmuJ_000163900
HmN_000128400	EmuJ_000164000
HmN_000128500	EmuJ_000163400
HmN_000128600	EmuJ_000163600
HmN_000129500	EmuJ_000163100
HmN_000129600	EmuJ_000678100
HmN_000129700	EmuJ_000163000
HmN_000129800	EmuJ_000162900
HmN_000129900	EmuJ_000162800
HmN_000130000	EmuJ_000162700
HmN_000130200	EmuJ_000162500
HmN_000130400	EmuJ_001201800
HmN_000130400	EmuJ_000710600
HmN_000130800	EmuJ_000162200
HmN_000130900	EmuJ_000162000
HmN_000131000	EmuJ_000161900
HmN_000131000	EmuJ_000161300
HmN_000131000	EmuJ_000160900
HmN_000131500	EmuJ_000160400
HmN_000131600	EmuJ_000159700
HmN_000131700	EmuJ_001155100
HmN_000131800	EmuJ_000159600
HmN_000131900	EmuJ_000159500
HmN_000132300	EmuJ_000159050
HmN_000132400	EmuJ_000158800
HmN_000132500	EmuJ_000158100
HmN_000132600	EmuJ_000158250
HmN_000132700	EmuJ_000159000
HmN_000132700	EmuJ_000158200
HmN_000133000	EmuJ_000157950
HmN_000133200	EmuJ_000007800
HmN_000133300	EmuJ_000190600
HmN_000133400	EmuJ_000190500
HmN_000133600	EmuJ_000190200
HmN_000133700	EmuJ_000189800
HmN_000134100	EmuJ_000278400
HmN_000134300	EmuJ_000189600
HmN_000134400	EmuJ_000189500
HmN_000134900	EmuJ_000189300
HmN_000135000	EmuJ_000189200
HmN_000135100	EmuJ_000407400
HmN_000135400	EmuJ_000407100
HmN_000135400	EmuJ_000406800
HmN_000135500	EmuJ_000406700
HmN_000135600	EmuJ_000406500
HmN_000136200	EmuJ_000934200
HmN_000136300	EmuJ_000934100
HmN_000136400	EmuJ_000933200
HmN_000136500	EmuJ_000933300
HmN_000136800	EmuJ_000933500
HmN_000137000	EmuJ_001159000
HmN_000137100	EmuJ_001159100
HmN_000137200	EmuJ_001159300
HmN_000137300	EmuJ_001159400
HmN_000137400	EmuJ_001159500
HmN_000137500	EmuJ_001159500
HmN_000137700	EmuJ_001159600
HmN_000137700	EmuJ_001159700
HmN_000137800	EmuJ_000406400
HmN_000137800	EmuJ_000370800
HmN_000137800	EmuJ_000039900
HmN_000137800	EmuJ_000398300
HmN_000138400	EmuJ_002152800
HmN_000138600	EmuJ_000672400
HmN_000138700	EmuJ_000672500
HmN_000138800	EmuJ_000672600
HmN_000138900	EmuJ_000672700
HmN_000139000	EmuJ_000672800
HmN_000139100	EmuJ_000672900
HmN_000139200	EmuJ_000673000
HmN_000139300	EmuJ_000673100
HmN_000139400	EmuJ_000673200
HmN_000139500	EmuJ_000673400
HmN_000139600	EmuJ_000673500
HmN_000139700	EmuJ_000673600
HmN_000139800	EmuJ_000673750
HmN_000139900	EmuJ_000673800
HmN_000142500	EmuJ_000629300
HmN_000142600	EmuJ_000629400
HmN_000142800	EmuJ_000628600
HmN_000142900	EmuJ_000628500
HmN_000143000	EmuJ_000628300
HmN_000143300	EmuJ_000628000
HmN_000143400	EmuJ_000627900
HmN_000143600	EmuJ_000627800
HmN_000143700	EmuJ_000627700
HmN_000143800	EmuJ_000627600
HmN_000143900	EmuJ_001201800
HmN_000143900	EmuJ_000710600
HmN_000144200	EmuJ_001201800
HmN_000144200	EmuJ_000710600
HmN_000144300	EmuJ_000627500
HmN_000144500	EmuJ_001113400
HmN_000144500	EmuJ_001112200
HmN_000144600	EmuJ_000627400
HmN_000144700	EmuJ_000627300
HmN_000144800	EmuJ_000627200
HmN_000145300	EmuJ_001071800
HmN_000145500	EmuJ_000657600
HmN_000145600	EmuJ_000657710
HmN_000145700	EmuJ_000184700
HmN_000145900	EmuJ_000184500
HmN_000146000	EmuJ_000184600
HmN_000146100	EmuJ_000187600
HmN_000146200	EmuJ_000187700
HmN_000146300	EmuJ_000187800
HmN_000146400	EmuJ_000187900
HmN_000146600	EmuJ_000188000
HmN_000146700	EmuJ_000188100
HmN_000147000	EmuJ_000188200
HmN_000147100	EmuJ_000188300
HmN_000147200	EmuJ_000186800
HmN_000147300	EmuJ_000186700
HmN_000147700	EmuJ_000186600
HmN_000147800	EmuJ_000186500
HmN_000147900	EmuJ_000186300
HmN_000148300	EmuJ_000186000
HmN_000148400	EmuJ_000185900
HmN_000148700	EmuJ_000185500
HmN_000148800	EmuJ_000571000
HmN_000149200	EmuJ_000185200
HmN_000149400	EmuJ_000185300
HmN_000149600	EmuJ_000185000
HmN_000149700	EmuJ_000184100
HmN_000149900	EmuJ_000183900
HmN_000150100	EmuJ_000183700
HmN_000150200	EmuJ_000183500
HmN_000150300	EmuJ_000183600
HmN_000150400	EmuJ_000183400
HmN_000150700	EmuJ_001176100
HmN_000150900	EmuJ_001176400
HmN_000151000	EmuJ_001176500
HmN_000151100	EmuJ_001176700
HmN_000151200	EmuJ_001176800
HmN_000151300	EmuJ_001176900
HmN_000151400	EmuJ_001177000
HmN_000151500	EmuJ_001177200
HmN_000151600	EmuJ_001177300
HmN_000151700	EmuJ_001177500
HmN_000151800	EmuJ_001177600
HmN_000151900	EmuJ_001177700
HmN_000152100	EmuJ_000095500
HmN_000152200	EmuJ_000095300
HmN_000152600	EmuJ_001166700
HmN_000153000	EmuJ_001167100
HmN_000153100	EmuJ_001167300
HmN_000153200	EmuJ_001167600
HmN_000153300	EmuJ_001167900
HmN_000153700	EmuJ_001168400
HmN_000154000	EmuJ_001168500
HmN_000154100	EmuJ_001169000
HmN_000154200	EmuJ_001169100
HmN_000154300	EmuJ_001169200
HmN_000154400	EmuJ_001169300
HmN_000154500	EmuJ_001169400
HmN_000154600	EmuJ_001169500
HmN_000154600	EmuJ_001169600
HmN_000154800	EmuJ_001169700
HmN_000154900	EmuJ_001169800
HmN_000155200	EmuJ_001169900
HmN_000155300	EmuJ_001170100
HmN_000155400	EmuJ_001170300
HmN_000155700	EmuJ_001170600
HmN_000155800	EmuJ_001171900
HmN_000156000	EmuJ_001171800
HmN_000156100	EmuJ_001171700
HmN_000156200	EmuJ_001171600
HmN_000156300	EmuJ_001171500
HmN_000156400	EmuJ_001171400
HmN_000156500	EmuJ_001171200
HmN_000156900	EmuJ_001170700
HmN_000157000	EmuJ_001115500
HmN_000157100	EmuJ_000921200
HmN_000157200	EmuJ_000921600
HmN_000157300	EmuJ_000965200
HmN_000157400	EmuJ_000650000
HmN_000157600	EmuJ_000965000
HmN_000157700	EmuJ_000964800
HmN_000157800	EmuJ_000964700
HmN_000157900	EmuJ_000964600
HmN_000158000	EmuJ_000964400
HmN_000158300	EmuJ_000999500
HmN_000158400	EmuJ_000963600
HmN_000158500	EmuJ_000963500
HmN_000158600	EmuJ_001019900
HmN_000158700	EmuJ_001019800
HmN_000158800	EmuJ_001019700
HmN_000158900	EmuJ_001019500
HmN_000159000	EmuJ_001019200
HmN_000159100	EmuJ_001019100
HmN_000159200	EmuJ_001019000
HmN_000159700	EmuJ_001018800
HmN_000159800	EmuJ_001018700
HmN_000159900	EmuJ_001018600
HmN_000160000	EmuJ_001018500
HmN_000160100	EmuJ_001018300
HmN_000160200	EmuJ_001018200
HmN_000160300	EmuJ_001018100
HmN_000160400	EmuJ_001018000
HmN_000160500	EmuJ_001017800
HmN_000160600	EmuJ_001017500
HmN_000160700	EmuJ_001017400
HmN_000160800	EmuJ_001017300
HmN_000160900	EmuJ_001017200
HmN_000161000	EmuJ_001009000
HmN_000161200	EmuJ_001008700
HmN_000161300	EmuJ_001008400
HmN_000161300	EmuJ_001008500
HmN_000161600	EmuJ_001008100
HmN_000161700	EmuJ_001007700
HmN_000161800	EmuJ_001007600
HmN_000161900	EmuJ_001007400
HmN_000162000	EmuJ_001007300
HmN_000162200	EmuJ_001007100
HmN_000162400	EmuJ_001006700
HmN_000162500	EmuJ_001006600
HmN_000162600	EmuJ_001006500
HmN_000162700	EmuJ_001006400
HmN_000162800	EmuJ_001006300
HmN_000162900	EmuJ_001006100
HmN_000163000	EmuJ_001006000
HmN_000163100	EmuJ_001005900
HmN_000163200	EmuJ_001005800
HmN_000163300	EmuJ_001005700
HmN_000163400	EmuJ_001033200
HmN_000163500	EmuJ_001033300
HmN_000163600	EmuJ_001033400
HmN_000163700	EmuJ_001033500
HmN_000163800	EmuJ_001033600
HmN_000163900	EmuJ_001033700
HmN_000164000	EmuJ_001033900
HmN_000164100	EmuJ_001034100
HmN_000164200	EmuJ_001034200
HmN_000164400	EmuJ_001034300
HmN_000164500	EmuJ_001034500
HmN_000164600	EmuJ_001043500
HmN_000164700	EmuJ_000238200
HmN_000164800	EmuJ_000238300
HmN_000165000	EmuJ_000410000
HmN_000165100	EmuJ_000239200
HmN_000165800	EmuJ_000239500
HmN_000166000	EmuJ_000239850
HmN_000166100	EmuJ_000239800
HmN_000166300	EmuJ_000240100
HmN_000166400	EmuJ_000240200
HmN_000166500	EmuJ_000240300
HmN_000166600	EmuJ_000240400
HmN_000166900	EmuJ_000240600
HmN_000167000	EmuJ_000240700
HmN_000167100	EmuJ_000240900
HmN_000167400	EmuJ_000241100
HmN_000167600	EmuJ_000241300
HmN_000167700	EmuJ_000241400
HmN_000167800	EmuJ_000241400
HmN_000167900	EmuJ_000241500
HmN_000168000	EmuJ_000241700
HmN_000168100	EmuJ_000241800
HmN_000168200	EmuJ_000241900
HmN_000168300	EmuJ_000242000
HmN_000168400	EmuJ_000242100
HmN_000168500	EmuJ_000242200
HmN_000168600	EmuJ_000242300
HmN_000168700	EmuJ_000242400
HmN_000168800	EmuJ_000242500
HmN_000168900	EmuJ_000242600
HmN_000169000	EmuJ_000242700
HmN_000169100	EmuJ_000242800
HmN_000169200	EmuJ_000243000
HmN_000169400	EmuJ_000243100
HmN_000169500	EmuJ_000243200
HmN_000169600	EmuJ_000243300
HmN_000169900	EmuJ_000243400
HmN_000170000	EmuJ_000243450
HmN_000170100	EmuJ_000243550
HmN_000170200	EmuJ_000367100
HmN_000170200	EmuJ_000031300
HmN_000170200	EmuJ_000388100
HmN_000170200	EmuJ_000387600
HmN_000170200	EmuJ_000387100
HmN_000170200	EmuJ_000386600
HmN_000170200	EmuJ_000385500
HmN_000170200	EmuJ_000385100
HmN_000170200	EmuJ_000384600
HmN_000170200	EmuJ_000323000
HmN_000170200	EmuJ_000323100
HmN_000170900	EmuJ_000243600
HmN_000171000	EmuJ_000243700
HmN_000171300	EmuJ_000244150
HmN_000171400	EmuJ_000244200
HmN_000171500	EmuJ_000244250
HmN_000171600	EmuJ_000244300
HmN_000171700	EmuJ_000244600
HmN_000171900	EmuJ_000244900
HmN_000172000	EmuJ_002135400
HmN_000172100	EmuJ_000245100
HmN_000172200	EmuJ_000245200
HmN_000172500	EmuJ_000245300
HmN_000172700	EmuJ_000245700
HmN_000172800	EmuJ_000245800
HmN_000173000	EmuJ_000245900
HmN_000173300	EmuJ_000246200
HmN_000173500	EmuJ_000246500
HmN_000173500	EmuJ_000246600
HmN_000173700	EmuJ_000246800
HmN_000173800	EmuJ_000246900
HmN_000174000	EmuJ_000247000
HmN_000174100	EmuJ_000247100
HmN_000174400	EmuJ_002214800
HmN_000174400	EmuJ_000650700
HmN_000174500	EmuJ_000247300
HmN_000174600	EmuJ_001104900
HmN_000174700	EmuJ_001105100
HmN_000175100	EmuJ_000296700
HmN_000175200	EmuJ_000296900
HmN_000175300	EmuJ_000297100
HmN_000175400	EmuJ_000297200
HmN_000175500	EmuJ_000297300
HmN_000175600	EmuJ_000297400
HmN_000175700	EmuJ_000297500
HmN_000175800	EmuJ_000297600
HmN_000175900	EmuJ_000134800
HmN_000175900	EmuJ_000134300
HmN_000176100	EmuJ_000134400
HmN_000176100	EmuJ_000134600
HmN_000176400	EmuJ_000292600
HmN_000176500	EmuJ_000292700
HmN_000176600	EmuJ_001105300
HmN_000176700	EmuJ_000501200
HmN_000176800	EmuJ_000165600
HmN_000177400	EmuJ_000296000
HmN_000177500	EmuJ_000296200
HmN_000177600	EmuJ_000296500
HmN_000179300	EmuJ_000792600
HmN_000179400	EmuJ_000792500
HmN_000179600	EmuJ_000792300
HmN_000179700	EmuJ_000792350
HmN_000180200	EmuJ_000791600
HmN_000183800	EmuJ_000489600
HmN_000184000	EmuJ_000489800
HmN_000184100	EmuJ_000478900
HmN_000184200	EmuJ_000487300
HmN_000184500	EmuJ_000490500
HmN_000184600	EmuJ_000490400
HmN_000184700	EmuJ_000490100
HmN_000184800	EmuJ_000489900
HmN_000185200	EmuJ_000957300
HmN_000185300	EmuJ_000957400
HmN_000185600	EmuJ_000962200
HmN_000185700	EmuJ_000962000
HmN_000185800	EmuJ_000961800
HmN_000185900	EmuJ_000961700
HmN_000186000	EmuJ_000961600
HmN_000186100	EmuJ_000961400
HmN_000186200	EmuJ_000961200
HmN_000186300	EmuJ_000961100
HmN_000186500	EmuJ_000960600
HmN_000186700	EmuJ_000960400
HmN_000186900	EmuJ_000960100
HmN_000187000	EmuJ_000960000
HmN_000187300	EmuJ_000959900
HmN_000187400	EmuJ_000959800
HmN_000187500	EmuJ_000959700
HmN_000187700	EmuJ_000959500
HmN_000187800	EmuJ_000959300
HmN_000187900	EmuJ_000959000
HmN_000188100	EmuJ_000958800
HmN_000188500	EmuJ_000958600
HmN_000188600	EmuJ_000184200
HmN_000188700	EmuJ_000958400
HmN_000188900	EmuJ_000958100
HmN_000189000	EmuJ_000957900
HmN_000189100	EmuJ_000957800
HmN_000189200	EmuJ_000957600
HmN_000189800	EmuJ_000954300
HmN_000190000	EmuJ_000570100
HmN_000190100	EmuJ_000570000
HmN_000190200	EmuJ_000569800
HmN_000190300	EmuJ_000569700
HmN_000190500	EmuJ_000569400
HmN_000190600	EmuJ_000569300
HmN_000190700	EmuJ_000569200
HmN_000190800	EmuJ_000569100
HmN_000190900	EmuJ_000568900
HmN_000191100	EmuJ_000568800
HmN_000191400	EmuJ_000568300
HmN_000191500	EmuJ_000568200
HmN_000191600	EmuJ_000568100
HmN_000191600	EmuJ_000567700
HmN_000191700	EmuJ_000904600
HmN_000192100	EmuJ_000904400
HmN_000192200	EmuJ_000904300
HmN_000192300	EmuJ_000904200
HmN_000192400	EmuJ_000572400
HmN_000192700	EmuJ_000572500
HmN_000192800	EmuJ_000572600
HmN_000192900	EmuJ_000572700
HmN_000193000	EmuJ_000572800
HmN_000193100	EmuJ_000572900
HmN_000193200	EmuJ_000573000
HmN_000193300	EmuJ_000573200
HmN_000193500	EmuJ_001195200
HmN_000193600	EmuJ_001195300
HmN_000193700	EmuJ_001195500
HmN_000193800	EmuJ_001195600
HmN_000194000	EmuJ_001195900
HmN_000194100	EmuJ_001195950
HmN_000194200	EmuJ_000573900
HmN_000194300	EmuJ_000573800
HmN_000194400	EmuJ_000573700
HmN_000194500	EmuJ_000573500
HmN_000194700	EmuJ_001196100
HmN_000194800	EmuJ_001196200
HmN_000195000	EmuJ_001196600
HmN_000195100	EmuJ_001196700
HmN_000195200	EmuJ_001196800
HmN_000195300	EmuJ_001196900
HmN_000195400	EmuJ_001197000
HmN_000195500	EmuJ_001197200
HmN_000195700	EmuJ_001198000
HmN_000195800	EmuJ_001198100
HmN_000195900	EmuJ_001198200
HmN_000196100	EmuJ_001198700
HmN_000196300	EmuJ_001198900
HmN_000196400	EmuJ_001199000
HmN_000196500	EmuJ_001199100
HmN_000196800	EmuJ_001199700
HmN_000196900	EmuJ_001199800
HmN_000197000	EmuJ_001199900
HmN_000197100	EmuJ_001200000
HmN_000197200	EmuJ_001200100
HmN_000197300	EmuJ_000573400
HmN_000197400	EmuJ_000573300
HmN_000197700	EmuJ_001189400
HmN_000197900	EmuJ_001190200
HmN_000198100	EmuJ_001190100
HmN_000198400	EmuJ_001189800
HmN_000198800	EmuJ_001190500
HmN_000198900	EmuJ_001189500
HmN_000198900	EmuJ_001190300
HmN_000199000	EmuJ_001189600
HmN_000199100	EmuJ_001189700
HmN_000199500	EmuJ_000176400
HmN_000199600	EmuJ_000176200
HmN_000199700	EmuJ_000176000
HmN_000199800	EmuJ_000091000
HmN_000200000	EmuJ_000181600
HmN_000200300	EmuJ_000180800
HmN_000200600	EmuJ_000180400
HmN_000200700	EmuJ_000180500
HmN_000200800	EmuJ_000173700
HmN_000200900	EmuJ_000173800
HmN_000201000	EmuJ_000174000
HmN_000201200	EmuJ_000174300
HmN_000201600	EmuJ_002182900
HmN_000201600	EmuJ_000366600
HmN_000201600	EmuJ_000366800
HmN_000201600	EmuJ_000174500
HmN_000201700	EmuJ_000174600
HmN_000201800	EmuJ_000174700
HmN_000202000	EmuJ_000084000
HmN_000202100	EmuJ_000083900
HmN_000202200	EmuJ_000083800
HmN_000202400	EmuJ_000083700
HmN_000202500	EmuJ_000083600
HmN_000202600	EmuJ_000083200
HmN_000202700	EmuJ_000082900
HmN_000202700	EmuJ_000083000
HmN_000202800	EmuJ_000082700
HmN_000202900	EmuJ_000177200
HmN_000203000	EmuJ_000177300
HmN_000203100	EmuJ_000177400
HmN_000203300	EmuJ_000177600
HmN_000203500	EmuJ_000177700
HmN_000203600	EmuJ_000177800
HmN_000203700	EmuJ_000177900
HmN_000203850	EmuJ_000178060
HmN_000204000	EmuJ_000178100
HmN_000204300	EmuJ_000178500
HmN_000204400	EmuJ_000178600
HmN_000204500	EmuJ_000178700
HmN_000204800	EmuJ_000178800
HmN_000204900	EmuJ_000179000
HmN_000205000	EmuJ_000179400
HmN_000205100	EmuJ_000179500
HmN_000205700	EmuJ_000926950
HmN_000205800	EmuJ_000926800
HmN_000205900	EmuJ_000926700
HmN_000206000	EmuJ_000926500
HmN_000206300	EmuJ_000926400
HmN_000206400	EmuJ_000926200
HmN_000206500	EmuJ_002218800
HmN_000206700	EmuJ_000925900
HmN_000207500	EmuJ_000233800
HmN_000207600	EmuJ_000233700
HmN_000207700	EmuJ_000233600
HmN_000207800	EmuJ_000233500
HmN_000207900	EmuJ_000233300
HmN_000208100	EmuJ_000233100
HmN_000208200	EmuJ_000233000
HmN_000208300	EmuJ_000232900
HmN_000208400	EmuJ_000232700
HmN_000208500	EmuJ_000231600
HmN_000208600	EmuJ_000231700
HmN_000208700	EmuJ_000232400
HmN_000208800	EmuJ_000232200
HmN_000208800	EmuJ_000232300
HmN_000208900	EmuJ_000232100
HmN_000209000	EmuJ_000232000
HmN_000209300	EmuJ_000231900
HmN_000209500	EmuJ_000232500
HmN_000209600	EmuJ_000232600
HmN_000209800	EmuJ_000231400
HmN_000209900	EmuJ_000231300
HmN_000210000	EmuJ_000981400
HmN_000210300	EmuJ_000229500
HmN_000210600	EmuJ_000230800
HmN_000210700	EmuJ_000231000
HmN_000211200	EmuJ_000228200
HmN_000211300	EmuJ_000228400
HmN_000211500	EmuJ_000228500
HmN_000211600	EmuJ_000228600
HmN_000211700	EmuJ_000228700
HmN_000211900	EmuJ_000228800
HmN_000212000	EmuJ_000228900
HmN_000212100	EmuJ_000229200
HmN_000212100	EmuJ_000229300
HmN_000212200	EmuJ_000230400
HmN_000212300	EmuJ_000230200
HmN_000212400	EmuJ_000230100
HmN_000212500	EmuJ_000229900
HmN_000212550	EmuJ_000229800
HmN_000212800	EmuJ_000229600
HmN_000213100	EmuJ_000228000
HmN_000213200	EmuJ_000228150
HmN_000213600	EmuJ_000214000
HmN_000213700	EmuJ_000214100
HmN_000213800	EmuJ_000214200
HmN_000213900	EmuJ_000214300
HmN_000214000	EmuJ_000460800
HmN_000214100	EmuJ_001029400
HmN_000214200	EmuJ_001029600
HmN_000214300	EmuJ_001029700
HmN_000214600	EmuJ_001029800
HmN_000214700	EmuJ_001029900
HmN_000214800	EmuJ_001030200
HmN_000214900	EmuJ_001030300
HmN_000215000	EmuJ_001030800
HmN_000215100	EmuJ_001030900
HmN_000215200	EmuJ_001031000
HmN_000215300	EmuJ_001031100
HmN_000215400	EmuJ_001031200
HmN_000215500	EmuJ_001031500
HmN_000215800	EmuJ_001031600
HmN_000215900	EmuJ_001031700
HmN_000215900	EmuJ_000374300
HmN_000216300	EmuJ_001031800
HmN_000216400	EmuJ_001031900
HmN_000217400	EmuJ_000499400
HmN_000217500	EmuJ_000726300
HmN_000217600	EmuJ_000726100
HmN_000217900	EmuJ_000963400
HmN_000218000	EmuJ_000963000
HmN_000218100	EmuJ_000962500
HmN_000218200	EmuJ_000962700
HmN_000218400	EmuJ_000962800
HmN_000218500	EmuJ_000962900
HmN_000218600	EmuJ_000962400
HmN_000218700	EmuJ_000998400
HmN_000218900	EmuJ_000998500
HmN_000219000	EmuJ_000998600
HmN_000219100	EmuJ_000998700
HmN_000219600	EmuJ_000736400
HmN_000219900	EmuJ_000736050
HmN_000220000	EmuJ_000736000
HmN_000220500	EmuJ_000735900
HmN_000220600	EmuJ_000735800
HmN_000220700	EmuJ_000735700
HmN_000220800	EmuJ_000735600
HmN_000220900	EmuJ_000735500
HmN_000221000	EmuJ_000735400
HmN_000221100	EmuJ_000735300
HmN_000221200	EmuJ_000735200
HmN_000221300	EmuJ_000735000
HmN_000221400	EmuJ_000734900
HmN_000221500	EmuJ_000734800
HmN_000221600	EmuJ_000734700
HmN_000221900	EmuJ_000734400
HmN_000223100	EmuJ_000076700
HmN_000223200	EmuJ_000076600
HmN_000223400	EmuJ_000076500
HmN_000223500	EmuJ_000076400
HmN_000223600	EmuJ_000075900
HmN_000223700	EmuJ_000075800
HmN_000223900	EmuJ_000075700
HmN_000224000	EmuJ_000075600
HmN_000224100	EmuJ_000075400
HmN_000224200	EmuJ_001192400
HmN_000224300	EmuJ_000075300
HmN_000224500	EmuJ_000075200
HmN_000224600	EmuJ_000075000
HmN_000224900	EmuJ_000074500
HmN_000225000	EmuJ_000074400
HmN_000225100	EmuJ_000074300
HmN_000225200	EmuJ_000074200
HmN_000225400	EmuJ_000076900
HmN_000225500	EmuJ_000077000
HmN_000225600	EmuJ_000077100
HmN_000225700	EmuJ_000077200
HmN_000226000	EmuJ_000321900
HmN_000226300	EmuJ_000323700
HmN_000226500	EmuJ_000324100
HmN_000226600	EmuJ_000305400
HmN_000226700	EmuJ_000305600
HmN_000226900	EmuJ_000305900
HmN_000227000	EmuJ_000306100
HmN_000227100	EmuJ_000682100
HmN_000227200	EmuJ_000682000
HmN_000228000	EmuJ_000265000
HmN_000228100	EmuJ_000264900
HmN_000228200	EmuJ_000264700
HmN_000228300	EmuJ_000264400
HmN_000228400	EmuJ_000264300
HmN_000228600	EmuJ_000263500
HmN_000228700	EmuJ_000263400
HmN_000228800	EmuJ_001003100
HmN_000228900	EmuJ_000263210
HmN_000229100	EmuJ_001152900
HmN_000229200	EmuJ_001152800
HmN_000229300	EmuJ_001153100
HmN_000229400	EmuJ_001163100
HmN_000229700	EmuJ_001163200
HmN_000229860	EmuJ_001163250
HmN_000229900	EmuJ_001163600
HmN_000230000	EmuJ_001163700
HmN_000230100	EmuJ_001164100
HmN_000230400	EmuJ_001164500
HmN_000230900	EmuJ_002112500
HmN_000231000	EmuJ_001165300
HmN_000231100	EmuJ_001165400
HmN_000231200	EmuJ_001165500
HmN_000231300	EmuJ_001165600
HmN_000231400	EmuJ_000545600
